TransactionID,AccountNumber,TransactionType,Amount,TransactionDate,BranchCode,Currency,TransactionTime,TransactionStatus,Channel,IsInternational,Fees,TransactionCategory,GeoLocation
195,557977,Withdrawal,4387.55220232619,2023-07-14 00:00:00,164,EUR,1,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
196,595355,Deposit,9793.13071328158,2023-07-15 00:00:00,238,USD,4,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
197,996071,Payment,6412.4253827363,2023-07-16 00:00:00,390,JPY,17,Completed,Mobile App,Yes,1,Shopping,"52.5200,13.4050"
198,959316,Withdrawal,9109.58329036907,2023-07-17 00:00:00,184,EUR,16,Completed,ATM,No,2.5,Cash Withdrawal,"52.5200,13.4050"
199,615922,Withdrawal,3976.12554135032,2023-07-18 00:00:00,207,EUR,15,Completed,ATM,No,2.5,Cash Withdrawal,"52.5200,13.4050"
200,718115,Deposit,8132.65976370917,2023-07-19 00:00:00,243,GBP,11,Completed,Online Banking,No,0,Salary,"51.5074,-0.1278"
201,971702,Withdrawal,8719.24869042037,2023-07-20 00:00:00,331,GBP,10,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
202,653358,Deposit,7012.14662884843,2023-07-21 00:00:00,466,JPY,22,Pending,Online Banking,No,0,Salary,"35.6895,139.6917"
203,983391,Deposit,5926.32746552709,2023-07-22 00:00:00,417,GBP,7,Pending,Branch,Yes,5,Salary,
204,925146,,329.141629303221,2023-07-23 00:00:00,299,USD,13,Completed,Mobile App,No,1,Loan Payment,"40.7128,-74.0060"
205,541510,Transfer,2564.44137948833,2023-07-24 00:00:00,458,JPY,7,Pending,POS,Yes,1.5,Loan Payment,"40.7128,-74.0060"
206,934299,Withdrawal,6202.36131564806,2023-07-25 00:00:00,81,EUR,8,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
207,717169,Transfer,3708.50510027147,2023-07-26 00:00:00,85,JPY,23,Completed,POS,Yes,1.5,Loan Payment,"52.5200,13.4050"
208,902774,Transfer,6945.48450132301,2023-07-27 00:00:00,118,JPY,11,Completed,POS,Yes,1.5,Loan Payment,"51.5074,-0.1278"
209,266628,Withdrawal,,2023-07-28 00:00:00,244,JPY,18,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
210,458817,Transfer,2392.92122837512,2023-07-29 00:00:00,489,JPY,14,Completed,ATM,Yes,2.5,Loan Payment,"-33.8688,151.2093"
211,946555,Deposit,6214.15279167297,2023-07-30 00:00:00,272,EUR,21,,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
212,795997,Deposit,3395.07608424093,2023-07-31 00:00:00,340,JPY,13,Completed,Online Banking,Yes,,Salary,"40.7128,-74.0060"
213,239717,Withdrawal,3015.58009732611,2023-08-01 00:00:00,241,USD,23,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
214,315929,Withdrawal,7171.72224634582,2023-08-02 00:00:00,193,GBP,10,Completed,ATM,Yes,2.5,,"35.6895,139.6917"
215,527947,Payment,8650.2467663121,2023-08-03 00:00:00,9,GBP,16,Completed,Mobile App,No,1,Travel,"51.5074,-0.1278"
216,123228,Payment,,2023-08-04 00:00:00,170,JPY,16,Completed,Mobile App,Yes,1,Travel,"51.5074,-0.1278"
217,273833,Transfer,9746.65492267674,2023-08-05 00:00:00,424,GBP,16,Completed,ATM,No,2.5,Loan Payment,"51.5074,-0.1278"
218,284295,Deposit,3091.4431625327,2023-08-06 00:00:00,47,EUR,2,Completed,Online Banking,Yes,0,Salary,"51.5074,-0.1278"
219,137059,Transfer,655.533467270131,2023-08-07 00:00:00,319,EUR,7,Completed,Online Banking,Yes,0,Loan Payment,
220,584733,Withdrawal,3547.56855569248,2023-08-08 00:00:00,155,GBP,23,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
221,100876,Deposit,2276.30486869643,2023-08-09 00:00:00,48,JPY,7,Completed,Online Banking,Yes,0,Salary,"52.5200,13.4050"
222,959008,Payment,199.269296129936,2023-08-10 00:00:00,30,GBP,10,Completed,Mobile App,No,1,Shopping,"51.5074,-0.1278"
223,807480,Withdrawal,3197.43332564152,2023-08-11 00:00:00,76,USD,3,Completed,ATM,Yes,,Cash Withdrawal,"-33.8688,151.2093"
224,592557,Payment,2129.40188205855,2023-08-12 00:00:00,254,JPY,3,Completed,Mobile App,Yes,1,Travel,"-33.8688,151.2093"
225,845733,Deposit,9835.08999475194,2023-08-13 00:00:00,9,USD,15,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
226,798753,Withdrawal,5772.98503065972,2023-08-14 00:00:00,49,JPY,22,Completed,ATM,No,2.5,Cash Withdrawal,"35.6895,139.6917"
227,300103,Transfer,2849.89190482059,2023-08-15 00:00:00,347,GBP,5,Completed,POS,No,1.5,Loan Payment,"51.5074,-0.1278"
228,236383,Withdrawal,5169.79055491568,2023-08-16 00:00:00,343,EUR,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
229,431346,Withdrawal,8314.0514732805,2023-08-17 00:00:00,34,GBP,14,Completed,ATM,No,2.5,,"51.5074,-0.1278"
230,944342,Deposit,3333.93718476142,2023-08-18 00:00:00,7,JPY,18,Completed,Online Banking,Yes,0,Salary,"52.5200,13.4050"
231,889433,Deposit,452.558546395539,2023-08-19 00:00:00,92,JPY,7,Completed,Branch,Yes,5,Salary,"51.5074,-0.1278"
232,935337,Deposit,6350.64424231082,2023-08-20 00:00:00,398,EUR,7,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
233,158105,Deposit,6286.55790835441,2023-08-21 00:00:00,249,EUR,15,Completed,,Yes,5,Salary,"-33.8688,151.2093"
234,951910,Payment,2153.28768876436,2023-08-22 00:00:00,448,GBP,12,Completed,POS,Yes,1.5,Shopping,"-33.8688,151.2093"
235,875648,Withdrawal,2122.91456767832,2023-08-23 00:00:00,479,EUR,15,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
236,127491,Deposit,3009.42950655431,2023-08-24 00:00:00,350,USD,21,Completed,Branch,No,5,Salary,"40.7128,-74.0060"
237,280534,Transfer,3806.79039592457,2023-08-25 00:00:00,418,USD,6,Completed,ATM,Yes,2.5,Loan Payment,"52.5200,13.4050"
238,195020,Payment,4443.8442857381,2023-08-26 00:00:00,370,GBP,5,Completed,Mobile App,Yes,1,Travel,"52.5200,13.4050"
239,379644,Transfer,979.431425132119,2023-08-27 00:00:00,267,USD,16,Completed,Online Banking,No,0,,"40.7128,-74.0060"
240,493503,Withdrawal,8510.72039732265,2023-08-28 00:00:00,90,USD,13,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
241,712210,Deposit,7225.46649859285,2023-08-29 00:00:00,230,JPY,17,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
242,654852,Transfer,3838.47675357354,2023-08-30 00:00:00,235,JPY,17,Completed,Mobile App,No,1,Loan Payment,"35.6895,139.6917"
243,766598,Deposit,7424.63448143056,2023-08-31 00:00:00,384,JPY,9,Completed,Online Banking,Yes,0,Salary,"40.7128,-74.0060"
244,809611,Payment,2759.63203473015,2023-09-01 00:00:00,254,EUR,10,Completed,POS,Yes,1.5,Travel,"40.7128,-74.0060"
245,286966,Withdrawal,,2023-09-02 00:00:00,193,USD,11,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
246,284255,Deposit,2235.20012212928,2023-09-03 00:00:00,486,JPY,10,Completed,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
247,376069,Payment,3440.14475002406,2023-09-04 00:00:00,142,JPY,8,Failed,Mobile App,No,1,Shopping,"35.6895,139.6917"
248,623976,Deposit,4734.73908017723,2023-09-05 00:00:00,353,JPY,16,Completed,Online Banking,Yes,0,Salary,"51.5074,-0.1278"
249,310171,Payment,7678.89860168272,2023-09-06 00:00:00,219,JPY,17,Failed,POS,Yes,1.5,Travel,"52.5200,13.4050"
250,410827,Deposit,2272.45986585256,2023-09-07 00:00:00,149,JPY,14,Completed,Branch,,5,,"52.5200,13.4050"
251,817886,Withdrawal,6481.89952410387,2023-09-08 00:00:00,479,JPY,10,Completed,,No,2.5,Cash Withdrawal,"35.6895,139.6917"
252,673166,Withdrawal,5692.53556382039,2023-09-09 00:00:00,276,EUR,12,Completed,ATM,No,2.5,Cash Withdrawal,
253,805682,Transfer,170.547432539748,2023-09-10 00:00:00,409,EUR,6,Pending,ATM,Yes,2.5,Loan Payment,"35.6895,139.6917"
254,275431,,9983.60091844013,2023-09-11 00:00:00,444,-999,2,Completed,ATM,Yes,2.5,Loan Payment,"51.5074,-0.1278"
255,985593,Transfer,6712.92047325277,2023-09-12 00:00:00,478,USD,17,Completed,ATM,Yes,2.5,Loan Payment,"52.5200,13.4050"
256,646021,Deposit,9431.69738636162,2023-09-13 00:00:00,328,EUR,10,Completed,Branch,No,5,Salary,"52.5200,13.4050"
257,641070,Withdrawal,7053.2178367818,2023-09-14 00:00:00,260,GBP,21,Pending,ATM,No,2.5,Cash Withdrawal,"51.5074,-0.1278"
258,545058,Deposit,3823.40057614433,2023-09-15 00:00:00,141,USD,6,Completed,Online Banking,Yes,0,Salary,"52.5200,13.4050"
259,326344,Transfer,6859.55549820335,2023-09-16 00:00:00,409,USD,14,Completed,Mobile App,Yes,1,Loan Payment,"-33.8688,151.2093"
260,119118,Payment,6778.85687540313,2023-09-17 00:00:00,479,USD,17,Reversed,POS,Yes,1.5,Shopping,"-33.8688,151.2093"
261,169383,Deposit,3931.87778745649,2023-09-18 00:00:00,417,EUR,14,Completed,Online Banking,Yes,0,Salary,"40.7128,-74.0060"
262,303489,Deposit,4247.47760616675,2023-09-19 00:00:00,7,USD,2,Completed,Online Banking,Yes,0,Salary,"35.6895,139.6917"
263,501846,Withdrawal,5310.88669038853,2023-09-20 00:00:00,309,JPY,23,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
264,156023,,2004.43045796169,2023-09-21 00:00:00,401,JPY,13,Completed,ATM,Yes,2.5,Loan Payment,"40.7128,-74.0060"
265,710375,Deposit,5799.31330625359,2023-09-22 00:00:00,77,EUR,6,Completed,Branch,Yes,5,Salary,"51.5074,-0.1278"
266,899236,Deposit,8923.72749197357,2023-09-23 00:00:00,349,EUR,11,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
267,855124,Payment,3326.10053158695,2023-09-24 00:00:00,21,EUR,5,Completed,POS,Yes,1.5,Travel,"-33.8688,151.2093"
268,758095,Payment,7364.23085336823,2023-09-25 00:00:00,225,EUR,12,Completed,POS,Yes,1.5,Travel,"40.7128,-74.0060"
269,303233,Payment,2689.3235211801,2023-09-26 00:00:00,222,EUR,15,Completed,Mobile App,Yes,1,Travel,"35.6895,139.6917"
270,202666,Payment,5419.04481721237,2023-09-27 00:00:00,83,,23,Completed,POS,No,1.5,Utility,"51.5074,-0.1278"
271,621849,Payment,6993.07386961614,2023-09-28 00:00:00,406,USD,3,Failed,POS,Yes,1.5,Utility,"35.6895,139.6917"
272,421982,Payment,3325.02143393766,2023-09-29 00:00:00,63,GBP,19,Completed,POS,Yes,1.5,Shopping,"40.7128,-74.0060"
273,873344,Deposit,9093.66933481312,2023-09-30 00:00:00,94,GBP,10,Completed,Online Banking,Yes,0,Salary,"40.7128,-74.0060"
274,641674,Payment,3929.37129729325,2023-10-01 00:00:00,247,GBP,14,Completed,Mobile App,Yes,1,Travel,"40.7128,-74.0060"
275,752140,Withdrawal,4827.75935685826,2023-10-02 00:00:00,422,GBP,6,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
276,400753,Deposit,1428.2206688409,2023-10-03 00:00:00,217,EUR,4,Completed,Branch,Yes,5,Salary,
277,306606,Deposit,2626.89924411715,2023-10-04 00:00:00,65,USD,18,Failed,Branch,Yes,5,,"-33.8688,151.2093"
278,153808,Deposit,8110.56925349421,2023-10-05 00:00:00,60,JPY,18,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
279,816140,Deposit,888.276656219019,2023-10-06 00:00:00,104,JPY,19,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
280,483271,Deposit,4416.66222388289,2023-10-07 00:00:00,436,EUR,5,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
281,107687,Deposit,3424.25849659002,2023-10-08 00:00:00,337,JPY,13,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
282,740062,Transfer,8686.53415986062,2023-10-09 00:00:00,23,EUR,10,Completed,Branch,Yes,5,Loan Payment,"51.5074,-0.1278"
283,200570,Deposit,5048.22604994784,2023-10-10 00:00:00,12,USD,3,,Online Banking,Yes,0,Salary,"35.6895,139.6917"
284,764043,Deposit,7508.40204165988,2023-10-11 00:00:00,201,EUR,20,Completed,Online Banking,No,0,Salary,"52.5200,13.4050"
285,528230,Transfer,8021.36341343053,2023-10-12 00:00:00,499,GBP,11,Completed,Online Banking,Yes,0,Loan Payment,"-33.8688,151.2093"
286,593137,Transfer,3358.13114771606,2023-10-13 00:00:00,197,USD,8,Completed,,Yes,5,Loan Payment,"51.5074,-0.1278"
287,278581,Payment,9024.49697457905,2023-10-14 00:00:00,368,GBP,21,Completed,Mobile App,No,1,Utility,
288,682076,Transfer,3280.30944095361,2023-10-15 00:00:00,439,EUR,15,Completed,,Yes,0,Loan Payment,"-33.8688,151.2093"
289,764728,Withdrawal,9701.33967502055,2023-10-16 00:00:00,303,USD,12,Completed,ATM,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
290,261457,Deposit,4875.61588564138,2023-10-17 00:00:00,145,USD,5,Failed,Branch,Yes,5,Salary,"51.5074,-0.1278"
291,369104,Transfer,6293.38018426995,2023-10-18 00:00:00,28,JPY,18,Completed,POS,Yes,1.5,,"52.5200,13.4050"
292,729216,Deposit,8833.05975074142,2023-10-19 00:00:00,33,USD,2,Completed,Online Banking,No,0,Salary,"40.7128,-74.0060"
293,452361,Deposit,2849.00620444618,2023-10-20 00:00:00,370,USD,19,Completed,Online Banking,Yes,0,Salary,"52.5200,13.4050"
294,332443,Payment,2910.86887854748,2023-10-21 00:00:00,443,JPY,15,Completed,Mobile App,No,1,Utility,"35.6895,139.6917"
295,685995,Transfer,7108.84191974912,2023-10-22 00:00:00,100,*^$$,4,Failed,POS,,1.5,Loan Payment,"-33.8688,151.2093"
296,691855,Payment,9313.28936934188,2023-10-23 00:00:00,232,JPY,18,Completed,POS,Yes,1.5,Travel,"-33.8688,151.2093"
297,275654,Deposit,1324.81375269349,2023-10-24 00:00:00,47,GBP,20,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
298,949183,Deposit,3239.54528694596,2023-10-25 00:00:00,43,USD,12,Pending,Online Banking,Yes,0,Salary,"-33.8688,151.2093"
299,679027,Withdrawal,3572.30902297439,2023-10-26 00:00:00,486,USD,2,Completed,ATM,No,2.5,Cash Withdrawal,"40.7128,-74.0060"
300,410628,,5421.54552062162,2023-10-27 00:00:00,15,JPY,10,Completed,Branch,No,5,Loan Payment,"35.6895,139.6917"
301,380465,Transfer,,2023-10-28 00:00:00,341,USD,22,Completed,Mobile App,Yes,,Loan Payment,"52.5200,13.4050"
302,118749,,9152.80128735888,2023-10-29 00:00:00,461,GBP,2,Completed,ATM,Yes,2.5,Loan Payment,"35.6895,139.6917"
303,233172,Withdrawal,3347.81384933789,2023-10-30 00:00:00,309,USD,11,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
304,370444,Deposit,8746.47028033514,2023-10-31 00:00:00,298,GBP,11,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
305,825670,Transfer,,2023-11-01 00:00:00,80,USD,19,Completed,Online Banking,Yes,0,Loan Payment,"35.6895,139.6917"
306,941230,Transfer,,2023-11-02 00:00:00,175,JPY,22,Completed,Mobile App,Yes,1,Loan Payment,"-33.8688,151.2093"
307,690503,Payment,5140.95030841092,2023-11-03 00:00:00,250,JPY,13,Completed,Mobile App,Yes,1,Shopping,
308,630163,Transfer,,2023-11-04 00:00:00,169,USD,2,Completed,Mobile App,Yes,1,Loan Payment,"51.5074,-0.1278"
309,988817,Payment,7550.26480483727,2023-11-05 00:00:00,453,JPY,2,Completed,POS,No,1.5,Travel,"35.6895,139.6917"
310,988691,Withdrawal,9831.25476391276,2023-11-06 00:00:00,381,GBP,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
311,566909,,7585.56337349143,2023-11-07 00:00:00,158,EUR,7,Completed,Branch,Yes,5,Loan Payment,"35.6895,139.6917"
312,855270,Transfer,2754.53380309274,2023-11-08 00:00:00,83,GBP,11,Failed,,Yes,1,Loan Payment,"-33.8688,151.2093"
313,164045,Payment,6180.37449751605,2023-11-09 00:00:00,117,JPY,22,Completed,POS,No,1.5,Utility,"35.6895,139.6917"
314,802815,Withdrawal,2804.14970828309,2023-11-10 00:00:00,489,GBP,1,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
315,990272,Deposit,5600.75206943992,2023-11-11 00:00:00,433,EUR,7,Reversed,Online Banking,Yes,0,Salary,"51.5074,-0.1278"
316,809549,Withdrawal,1139.3913490651,2023-11-12 00:00:00,213,USD,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
317,913072,Transfer,9500.16823949318,2023-11-13 00:00:00,429,JPY,23,Pending,POS,Yes,1.5,Loan Payment,"52.5200,13.4050"
318,205576,Transfer,3336.78503442011,2023-11-14 00:00:00,327,GBP,15,Pending,POS,Yes,1.5,Loan Payment,"40.7128,-74.0060"
319,338593,Transfer,,2023-11-15 00:00:00,48,GBP,1,Completed,Branch,Yes,5,Loan Payment,"52.5200,13.4050"
320,339215,Deposit,7398.31486486154,2023-11-16 00:00:00,70,USD,16,Completed,Online Banking,Yes,0,Salary,"51.5074,-0.1278"
321,546973,Transfer,7108.07175732269,2023-11-17 00:00:00,492,JPY,15,Completed,POS,No,1.5,Loan Payment,"35.6895,139.6917"
322,727250,Deposit,3030.17932222072,2023-11-18 00:00:00,89,GBP,8,Completed,Online Banking,No,0,Salary,"51.5074,-0.1278"
323,325217,Payment,8504.94946791572,2023-11-19 00:00:00,395,GBP,6,Completed,POS,Yes,1.5,Travel,"35.6895,139.6917"
324,629001,Withdrawal,,2023-11-20 00:00:00,98,JPY,19,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
325,247818,Payment,3473.4485291692,2023-11-21 00:00:00,415,USD,18,Completed,POS,Yes,1.5,Utility,"-33.8688,151.2093"
326,848392,Payment,6584.62818729284,2023-11-22 00:00:00,427,GBP,12,Pending,Mobile App,Yes,1,Shopping,"52.5200,13.4050"
327,357487,Transfer,3637.89427787591,2023-11-23 00:00:00,264,EUR,20,Completed,Branch,Yes,5,Loan Payment,"-33.8688,151.2093"
328,578696,Withdrawal,,2023-11-24 00:00:00,399,JPY,14,Pending,,Yes,2.5,Cash Withdrawal,"52.5200,13.4050"
329,652506,Deposit,2601.59834397714,2023-11-25 00:00:00,71,GBP,15,Completed,Branch,Yes,5,,"52.5200,13.4050"
330,910186,Withdrawal,1885.57587467789,2023-11-26 00:00:00,216,EUR,1,Completed,ATM,No,2.5,Cash Withdrawal,"52.5200,13.4050"
331,931922,Payment,2793.31231273824,2023-11-27 00:00:00,224,EUR,8,Completed,Mobile App,Yes,1,Shopping,"-33.8688,151.2093"
332,695220,Payment,1641.57327477386,2023-11-28 00:00:00,256,USD,8,Completed,Mobile App,Yes,1,Utility,"51.5074,-0.1278"
333,104796,Payment,1672.42254626431,2023-11-29 00:00:00,306,EUR,5,Completed,Mobile App,No,1,,"52.5200,13.4050"
334,611355,Payment,5761.25635123567,2023-11-30 00:00:00,360,USD,14,Completed,POS,Yes,1.5,Travel,"35.6895,139.6917"
335,314513,Transfer,3130.72363430682,2023-12-01 00:00:00,484,GBP,10,Completed,POS,Yes,1.5,Loan Payment,"52.5200,13.4050"
336,821592,Transfer,2518.98913776574,2023-12-02 00:00:00,23,JPY,19,Pending,Online Banking,No,0,Loan Payment,"35.6895,139.6917"
337,324280,Transfer,3392.93830521621,2023-12-03 00:00:00,486,JPY,14,,POS,Yes,1.5,Loan Payment,"-33.8688,151.2093"
338,616367,Withdrawal,6273.31363211771,2023-12-04 00:00:00,156,EUR,17,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
339,302619,Deposit,2318.88102268292,2023-12-05 00:00:00,462,USD,20,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
340,836368,Deposit,3142.30947872148,2023-12-06 00:00:00,99,GBP,11,Completed,Branch,Yes,5,Salary,"40.7128,-74.0060"
341,624735,Transfer,8563.53141940429,2023-12-07 00:00:00,359,GBP,4,Completed,ATM,Yes,2.5,Loan Payment,"35.6895,139.6917"
342,814981,Transfer,2561.87476426799,2023-12-08 00:00:00,415,EUR,15,Completed,Online Banking,Yes,0,Loan Payment,"40.7128,-74.0060"
343,539316,Deposit,2308.44610388514,2023-12-09 00:00:00,247,GBP,11,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
344,901962,Payment,9590.22395487462,2023-12-10 00:00:00,78,JPY,15,,POS,Yes,1.5,Utility,"52.5200,13.4050"
345,139364,Payment,1474.59126238493,2023-12-11 00:00:00,390,GBP,20,Completed,POS,No,1.5,Utility,"51.5074,-0.1278"
346,825214,,8942.06211462102,2023-12-12 00:00:00,210,GBP,18,Completed,Branch,Yes,,Loan Payment,"-33.8688,151.2093"
347,104716,Withdrawal,9667.02600813422,2023-12-13 00:00:00,126,EUR,14,Completed,ATM,Yes,2.5,Cash Withdrawal,"40.7128,-74.0060"
348,521287,Withdrawal,9202.67335805521,2023-12-14 00:00:00,493,GBP,23,Completed,ATM,No,2.5,Cash Withdrawal,
349,326789,Transfer,7638.23889127068,2023-12-15 00:00:00,160,JPY,15,Completed,Online Banking,Yes,0,Loan Payment,"-33.8688,151.2093"
350,783441,Withdrawal,2420.84553356886,2023-12-16 00:00:00,132,USD,7,Failed,ATM,Yes,2.5,Cash Withdrawal,"51.5074,-0.1278"
351,271216,Transfer,4181.80577670019,2023-12-17 00:00:00,10,EUR,2,Pending,Branch,Yes,,Loan Payment,"-33.8688,151.2093"
352,169900,Payment,1929.82945315027,2023-12-18 00:00:00,324,JPY,4,Completed,Mobile App,Yes,1,Utility,"52.5200,13.4050"
353,247696,Transfer,2322.6709327598,2023-12-19 00:00:00,379,USD,3,Completed,Mobile App,,1,Loan Payment,"-33.8688,151.2093"
354,777663,,8232.60990885466,2023-12-20 00:00:00,255,GBP,21,Completed,Mobile App,Yes,1,Loan Payment,"40.7128,-74.0060"
355,468000,Transfer,145.692845010107,2023-12-21 00:00:00,371,JPY,4,Completed,POS,Yes,1.5,Loan Payment,"51.5074,-0.1278"
356,303093,,9727.83433375937,2023-12-22 00:00:00,298,USD,11,Completed,POS,Yes,1.5,Loan Payment,"35.6895,139.6917"
357,206174,Withdrawal,5152.50051965712,2023-12-23 00:00:00,131,EUR,1,Pending,ATM,,2.5,Cash Withdrawal,"51.5074,-0.1278"
358,171744,,9255.18530399569,2023-12-24 00:00:00,15,EUR,18,Completed,POS,Yes,1.5,Loan Payment,"-33.8688,151.2093"
359,967018,Deposit,1123.43533407502,2023-12-25 00:00:00,144,EUR,1,Completed,Branch,No,5,Salary,"52.5200,13.4050"
360,991737,Transfer,9099.62404367195,2023-12-26 00:00:00,395,EUR,4,Completed,Online Banking,Yes,0,Loan Payment,"35.6895,139.6917"
361,724712,Payment,4694.87488893313,2023-12-27 00:00:00,153,,22,Pending,POS,No,1.5,Shopping,"40.7128,-74.0060"
362,228352,Transfer,9663.18331792464,2023-12-28 00:00:00,347,JPY,7,Completed,POS,No,1.5,Loan Payment,"35.6895,139.6917"
363,950770,Transfer,1150.37460462908,2023-12-29 00:00:00,460,EUR,19,Completed,Online Banking,No,0,Loan Payment,"52.5200,13.4050"
364,250802,Transfer,6238.3742962295,2023-12-30 00:00:00,1,EUR,14,Completed,Branch,Yes,5,Loan Payment,"35.6895,139.6917"
365,719629,Deposit,4583.22989189477,2023-12-31 00:00:00,154,EUR,7,,Online Banking,No,0,Salary,"52.5200,13.4050"
366,290842,Transfer,3912.29735330725,2024-01-01 00:00:00,105,EUR,10,Failed,Mobile App,No,1,Loan Payment,"52.5200,13.4050"
367,152932,Payment,8567.33227895796,2024-01-02 00:00:00,134,GBP,8,Completed,POS,Yes,1.5,Travel,"40.7128,-74.0060"
368,750787,Withdrawal,9732.01324503995,2024-01-03 00:00:00,230,GBP,19,Completed,ATM,Yes,2.5,Cash Withdrawal,
369,196646,Deposit,5527.4677403309,2024-01-04 00:00:00,369,,15,Completed,Online Banking,No,0,Salary,"-33.8688,151.2093"
370,559443,Transfer,4832.67080581566,2024-01-05 00:00:00,452,JPY,15,Completed,ATM,No,2.5,Loan Payment,"35.6895,139.6917"
371,109038,Deposit,6479.70934789318,2024-01-06 00:00:00,376,GBP,13,Completed,Branch,Yes,5,Salary,"35.6895,139.6917"
372,174120,Transfer,1593.71107910994,2024-01-07 00:00:00,491,GBP,5,Completed,ATM,No,2.5,Loan Payment,
373,505639,Transfer,5504.24466853551,2024-01-08 00:00:00,27,USD,15,,Mobile App,Yes,1,Loan Payment,"35.6895,139.6917"
374,687600,Payment,,2024-01-09 00:00:00,120,GBP,6,Completed,Mobile App,Yes,1,Shopping,"-33.8688,151.2093"
375,815817,Withdrawal,5609.2769795492,2024-01-10 00:00:00,201,USD,13,Completed,ATM,Yes,2.5,Cash Withdrawal,"35.6895,139.6917"
376,612670,Withdrawal,3026.09242258594,2024-01-11 00:00:00,322,JPY,13,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
377,887809,Payment,2368.10010548273,2024-01-12 00:00:00,167,EUR,23,Pending,POS,Yes,1.5,Travel,
378,683053,Payment,4406.97828490141,2024-01-13 00:00:00,354,JPY,21,Completed,,No,1,Travel,"35.6895,139.6917"
379,578371,Withdrawal,4148.54015263147,2024-01-14 00:00:00,22,EUR,18,Completed,,Yes,2.5,,"51.5074,-0.1278"
380,343139,Deposit,5627.50552743717,2024-01-15 00:00:00,17,EUR,8,Completed,Branch,Yes,,Salary,"35.6895,139.6917"
381,736154,Withdrawal,1542.24344018469,2024-01-16 00:00:00,390,USD,23,Completed,ATM,No,2.5,Cash Withdrawal,"40.7128,-74.0060"
382,690299,Payment,9707.14373494976,2024-01-17 00:00:00,288,USD,2,Completed,Mobile App,No,1,Travel,"40.7128,-74.0060"
383,341112,Payment,7552.68137702012,2024-01-18 00:00:00,466,JPY,22,Completed,POS,,1.5,Shopping,"52.5200,13.4050"
384,700400,Transfer,2417.36799032203,2024-01-19 00:00:00,310,GBP,4,Completed,Mobile App,Yes,1,Loan Payment,"-33.8688,151.2093"
385,220607,Deposit,719.403179884053,2024-01-20 00:00:00,373,GBP,20,Completed,Online Banking,Yes,0,Salary,
386,232056,Transfer,7435.48395973671,2024-01-21 00:00:00,413,EUR,16,Completed,Online Banking,,0,Loan Payment,"40.7128,-74.0060"
387,788166,Withdrawal,7429.63141667018,2024-01-22 00:00:00,136,EUR,21,Completed,ATM,Yes,2.5,Cash Withdrawal,"-33.8688,151.2093"
388,167736,Payment,8663.42305182537,2024-01-23 00:00:00,305,EUR,3,Completed,POS,Yes,1.5,Travel,"35.6895,139.6917"
389,433677,Transfer,4792.49416769935,2024-01-24 00:00:00,242,GBP,5,Completed,Branch,Yes,5,Loan Payment,"-33.8688,151.2093"
390,845279,Deposit,3352.84063299684,2024-01-25 00:00:00,167,JPY,22,Completed,Branch,Yes,5,Salary,"-33.8688,151.2093"
