AccountNumber,AccountHolder,AccountType,Balance,InterestRate,CreditScore,OpeningDate,LoanAmount,AccountHolderDetails
243295,Michael Williams,Checking,40721.8190330786,1.03718253749677,393,2020-06-26 00:00:00,30018.0172778077,"Sector: Finance, Residence: 7 years, City: Berlin"
231592,Joseph Martin,Loan,19602.886610835,3.43999076438249,791,2020-06-27 00:00:00,39245.8636282048,"Sector: Healthcare, Residence: 14 years, City: New York"
341941,Sarah Garcia,Credit,18678.8103238644,3.43063688494941,387,2020-06-28 00:00:00,14155.2671983874,"Sector: Education, Residence: 4 years, City: London"
743198,Patricia Smith,Savings,43778.0863962928,,479,2020-06-29 00:00:00,7305.56567656673,"Sector: Technology, Residence: 17 years, City: Sydney"
854690,Jennifer Rodriguez,Checking,17071.7434560869,3.26081970574894,631,2020-06-30 00:00:00,21238.87548346,"Sector: Retail, Residence: 15 years, City: Sydney"
669707,Susan Davis,Credit,1041.79821722983,4.08276884921067,765,2020-07-01 00:00:00,19713.675187256,"Sector: Healthcare, Residence: 4 years, City: Sydney"
385921,John Gonzalez,Credit,3830.29844435948,2.38438643044515,764,2020-07-02 00:00:00,18467.4495597984,"Sector: Education, Residence: 4 years, City: Sydney"
713728,John Martin,Credit,44291.833842453,4.13253982099352,661,2020-07-03 00:00:00,29833.5877231661,"Sector: Finance, Residence: 1 years, City: London"
315254,Richard Johnson,Loan,17041.354125313,1.27839041499314,444,2020-07-04 00:00:00,7498.10416755884,"Sector: Retail, Residence: 20 years, City: Sydney"
664775,Karen Davis,Loan,44454.1193450648,,534,2020-07-05 00:00:00,46680.5842029727,"Sector: Technology, Residence: 8 years, City: Berlin"
509971,Barbara Anderson,Savings,45440.3891003205,0.683905721453885,527,2020-07-06 00:00:00,20375.65591485,"Sector: Finance, Residence: 17 years, City: New York"
990289,Patricia Hernandez,Checking,19069.3206626084,2.22653478513083,620,2020-07-07 00:00:00,48325.2095823992,"Sector: Education, Residence: 3 years, City: Sydney"
333602,David Smith,Savings,2552.35242434621,3.10372903166726,355,2020-07-08 00:00:00,11616.8319991532,"Sector: Healthcare, Residence: 17 years, City: London"
455743,Thomas Miller,Credit,29725.3759757253,-999,331,2020-07-09 00:00:00,47554.8597906526,"Sector: Technology, Residence: 7 years, City: London"
697456,James Miller,Savings,13899.8744668088,0.560241600176733,462,2020-07-10 00:00:00,26047.5125377865,"Sector: Education, Residence: 6 years, City: New York"
612423,Patricia Williams,Loan,5660.13940086923,2.33617297537702,751,2020-07-11 00:00:00,41906.8071277356,"Sector: Retail, Residence: 13 years, City: Sydney"
612737,Linda Moore,Checking,28865.5118835178,1.51942421199989,732,2020-07-12 00:00:00,31839.4141506016,"Sector: Education, Residence: 6 years, City: Tokyo"
557977,John Davis,Savings,36957.3915328693,4.45414566572088,482,2020-07-13 00:00:00,9659.68966233961,"Sector: Education, Residence: 18 years, City: Tokyo"
595355,Karen Hernandez,Checking,43110.8198306933,0.938823161154748,819,2020-07-14 00:00:00,38357.9298172677,"Sector: Education, Residence: 2 years, City: Sydney"
996071,Karen Miller,Credit,29497.7278383437,3.87445332156328,610,2020-07-15 00:00:00,16054.6789334937,"Sector: Retail, Residence: 17 years, City: Berlin"
959316,Susan Thomas,Credit,13124.1046790192,3.34801713292984,478,2020-07-16 00:00:00,20962.7962319199,"Sector: Healthcare, Residence: 15 years, City: Berlin"
615922,Elizabeth Martin,Savings,49962.6185112133,4.59102856995314,419,2020-07-17 00:00:00,18984.4972242504,"Sector: Finance, Residence: 9 years, City: Berlin"
718115,Thomas Anderson,Credit,1238.60882244271,2.78667518356894,366,2020-07-18 00:00:00,34543.4525246614,"Sector: Education, Residence: 20 years, City: London"
971702,Robert Brown,Checking,,4.807528883596,828,2020-07-19 00:00:00,26277.3432564389,"Sector: Education, Residence: 10 years, City: New York"
653358,Karen Jackson,Savings,45276.7790452666,2.62094335165992,826,2020-07-20 00:00:00,17210.0575493249,"Sector: Education, Residence: 16 years, City: Tokyo"
983391,Robert Johnson,Savings,7226.06982764452,1.51302906018463,767,2020-07-21 00:00:00,40223.5162348874,"Sector: Technology, Residence: 8 years, City: Tokyo"
925146,Susan Johnson,Loan,32923.3207851389,4.5373962460511,462,2020-07-22 00:00:00,19265.2356077979,"Sector: Education, Residence: 5 years, City: New York"
541510,Jessica Rodriguez,Credit,44618.8905116891,4.11200786817176,529,2020-07-23 00:00:00,8547.77025961323,"Sector: Technology, Residence: 11 years, City: New York"
934299,Sarah Wilson,Loan,16425.569671635,2.09110421084402,321,2020-07-24 00:00:00,20955.7765389868,"Sector: Retail, Residence: 1 years, City: Sydney"
717169,Richard Moore,Credit,499.409773620946,3.64138236589353,330,2020-07-25 00:00:00,22726.6767325209,"Sector: Finance, Residence: 3 years, City: Berlin"
902774,Mary Williams,Savings,10383.389878726,2.26211529399103,548,2020-07-26 00:00:00,16305.0088588537,"Sector: Healthcare, Residence: 11 years, City: London"
266628,Jessica Anderson,Checking,35604.2136152923,2.77485908490446,570,2020-07-27 00:00:00,41561.2436229518,"Sector: Healthcare, Residence: 7 years, City: Berlin"
458817,Susan Smith,Loan,40402.775604537,1.96497585374111,666,2020-07-28 00:00:00,15141.68062385,"Sector: Technology, Residence: 18 years, City: Sydney"
946555,Charles Smith,Credit,16594.6220159041,2.91245825118741,638,2020-07-29 00:00:00,48358.0932561527,"Sector: Retail, Residence: 6 years, City: Sydney"
795997,Mary Rodriguez,Savings,45664.7531957578,4.31364958106252,607,2020-07-30 00:00:00,30875.7206359114,"Sector: Technology, Residence: 4 years, City: New York"
239717,,Loan,45835.1199990306,4.93276236385984,398,2020-07-31 00:00:00,44831.8387869448,"Sector: Technology, Residence: 3 years, City: Sydney"
315929,Barbara Garcia,Loan,1845.63051514763,2.85789636043704,357,2020-08-01 00:00:00,44535.4999118467,"Sector: Healthcare, Residence: 15 years, City: Tokyo"
527947,Susan Garcia,Loan,24694.1727929759,3.29586413982217,446,2020-08-02 00:00:00,8873.42935631337,"Sector: Healthcare, Residence: 12 years, City: London"
123228,James Smith,Loan,26449.7605153384,3.65274205411389,366,2020-08-03 00:00:00,12621.3286206277,"Sector: Retail, Residence: 20 years, City: London"
273833,James Martinez,Loan,32003.4346112929,3.02392783624335,556,2020-08-04 00:00:00,16711.2374913258,"Sector: Education, Residence: 18 years, City: London"
284295,David Smith,Loan,36849.0660995852,0.779235174466225,424,2020-08-05 00:00:00,8619.37130600571,"Sector: Technology, Residence: 7 years, City: London"
137059,Jessica Taylor,Checking,17631.6353242186,0.63631704618262,315,2020-08-06 00:00:00,25649.571998777,"Sector: Finance, Residence: 9 years, City: Tokyo"
584733,Linda Thomas,Savings,43859.1165892727,1.00496535088345,516,2020-08-07 00:00:00,19068.497870167,"Sector: Retail, Residence: 19 years, City: Tokyo"
100876,Elizabeth Anderson,Loan,40929.9272245336,4.32539061430512,316,2020-08-08 00:00:00,49394.8162179678,"Sector: Finance, Residence: 15 years, City: Berlin"
959008,Michael Williams,Savings,45094.2112861957,1.33260379381801,821,2020-08-09 00:00:00,45333.5567764176,"Sector: Technology, Residence: 18 years, City: London"
807480,Linda Smith,Savings,22520.7903549395,1.64185129643043,557,2020-08-10 00:00:00,15879.6516299655,"Sector: Technology, Residence: 12 years, City: Sydney"
592557,,Checking,39704.9329673207,2.63485830392695,562,2020-08-11 00:00:00,23106.2738640978,"Sector: Technology, Residence: 12 years, City: Sydney"
845733,James Lopez,Checking,15652.2675068561,2.68067756438397,431,2020-08-12 00:00:00,41369.3277978843,"Sector: Finance, Residence: 8 years, City: Sydney"
798753,Karen Hernandez,Checking,43060.0314544245,1.70397659449747,349,2020-08-13 00:00:00,49200.5147263737,"Sector: Healthcare, Residence: 4 years, City: Tokyo"
300103,James Williams,Loan,31504.8353090031,4.69152564449234,718,2020-08-14 00:00:00,32380.3585912015,"Sector: Finance, Residence: 7 years, City: London"
236383,Thomas Miller,Checking,6116.61293392599,3.77634440261105,381,2020-08-15 00:00:00,26940.6620638907,"Sector: Education, Residence: 1 years, City: London"
431346,Robert Williams,Checking,26852.449509339,4.63491339996566,559,2020-08-16 00:00:00,17879.0809681961,"Sector: Retail, Residence: 10 years, City: London"
944342,Sarah Lopez,Savings,20264.9860459573,3.43643728109919,636,2020-08-17 00:00:00,19512.6427822302,"Sector: Retail, Residence: 1 years, City: Berlin"
889433,Robert Gonzalez,Credit,,2.49704408406946,489,2020-08-18 00:00:00,35485.2101935859,"Sector: Retail, Residence: 9 years, City: London"
935337,Joseph Jones,Checking,27306.3811416104,1.66465790633308,733,2020-08-19 00:00:00,35203.01595694,"Sector: Technology, Residence: 4 years, City: Sydney"
158105,Thomas Lopez,Savings,4944.23471579507,1.06116515088246,587,2020-08-20 00:00:00,37815.6191056797,"Sector: Finance, Residence: 9 years, City: Sydney"
951910,Michael Davis,Savings,5774.96236307383,2.78061658873314,798,2020-08-21 00:00:00,25320.8405982495,"Sector: Education, Residence: 5 years, City: Sydney"
875648,James Jones,Credit,40694.7040733271,1.51560858329124,824,2020-08-22 00:00:00,22745.7394054568,"Sector: Retail, Residence: 11 years, City: Sydney"
127491,Sarah Garcia,Checking,44932.6199776414,2.42225930262595,398,2020-08-23 00:00:00,15969.7763912708,"Sector: Technology, Residence: 18 years, City: New York"
280534,Elizabeth Brown,Checking,31827.019802096,3.60707406908378,623,2020-08-24 00:00:00,40147.5667595388,"Sector: Healthcare, Residence: 7 years, City: Berlin"
195020,Karen Martin,Loan,39077.7023831189,3.41482409042986,497,2020-08-25 00:00:00,22480.7921432573,"Sector: Technology, Residence: 17 years, City: Berlin"
379644,Richard Miller,Savings,459.403220836607,4.43679923346208,489,2020-08-26 00:00:00,6242.1070809132,"Sector: Healthcare, Residence: 13 years, City: New York"
493503,Barbara Jones,Savings,8711.05722910402,2.10692690312829,583,2020-08-27 00:00:00,30074.6542874184,"Sector: Retail, Residence: 11 years, City: Berlin"
712210,Barbara Lopez,Savings,18670.487333417,2.69457922835381,837,2020-08-28 00:00:00,26245.0154980993,"Sector: Technology, Residence: 6 years, City: Sydney"
654852,John Jones,Loan,46696.1954121948,4.17222390686482,673,2020-08-29 00:00:00,5268.5697204356,"Sector: Finance, Residence: 10 years, City: Tokyo"
766598,Joseph Jones,Savings,17391.0320329528,1.80360322815027,586,2020-08-30 00:00:00,49693.8670062533,"Sector: Finance, Residence: 4 years, City: New York"
809611,,Credit,,1.84077410111413,819,2020-08-31 00:00:00,44271.9526243509,"Sector: Retail, Residence: 19 years, City: New York"
286966,Jessica Martin,Loan,40250.9225152414,0.827869040913027,501,2020-09-01 00:00:00,6730.84423445853,"Sector: Education, Residence: 4 years, City: Tokyo"
284255,Elizabeth Miller,Savings,7194.04740412271,0.651483110766996,315,2020-09-02 00:00:00,17701.4019666253,"Sector: Finance, Residence: 7 years, City: Sydney"
376069,Elizabeth Anderson,Credit,30691.8099241949,0.992766924672981,555,2020-09-03 00:00:00,15604.1731788946,"Sector: Healthcare, Residence: 4 years, City: Tokyo"
623976,John Gonzalez,Loan,37010.3536551578,3.65948250884776,518,2020-09-04 00:00:00,16846.1206929158,"Sector: Technology, Residence: 12 years, City: London"
310171,,Loan,40332.4546102582,1.96034314679149,421,2020-09-05 00:00:00,11812.6202781298,"Sector: Finance, Residence: 13 years, City: Berlin"
410827,Robert Smith,Checking,2768.2210726426,4.32396467678298,571,2020-09-06 00:00:00,43410.1288743106,"Sector: Technology, Residence: 8 years, City: Berlin"
817886,David Martin,Checking,8317.00626815851,2.47124360313149,502,2020-09-07 00:00:00,45692.1872241716,"Sector: Retail, Residence: 13 years, City: Tokyo"
673166,Susan Garcia,Checking,21900.4338973595,1.87209419541739,651,2020-09-08 00:00:00,20565.8498905869,"Sector: Finance, Residence: 6 years, City: Berlin"
805682,Susan Anderson,Loan,13454.3821721295,2.47832373106432,621,2020-09-09 00:00:00,15775.7635984916,"Sector: Technology, Residence: 1 years, City: Tokyo"
275431,William Lopez,Savings,34032.6586278732,3.73690870921479,311,2020-09-10 00:00:00,36372.7655724194,"Sector: Retail, Residence: 9 years, City: London"
985593,Michael Williams,Checking,,2.96934630864873,399,2020-09-11 00:00:00,18249.4561900174,"Sector: Healthcare, Residence: 2 years, City: Berlin"
646021,,Checking,,0.601032298260147,741,2020-09-12 00:00:00,29043.4553424866,"Sector: Technology, Residence: 4 years, City: Berlin"
641070,James Lopez,Loan,9217.5338389228,1.71883177652078,302,2020-09-13 00:00:00,47618.2986181985,"Sector: Healthcare, Residence: 6 years, City: London"
545058,Linda Gonzalez,Loan,9576.86963533065,4.55231732639577,845,2020-09-14 00:00:00,28801.7972997552,"Sector: Healthcare, Residence: 8 years, City: Berlin"
326344,Sarah Johnson,Checking,14639.4130280893,2.66511491317258,591,2020-09-15 00:00:00,31594.9854961052,"Sector: Finance, Residence: 16 years, City: Sydney"
119118,Charles Williams,Checking,18217.5734062131,1.60538638523833,579,2020-09-16 00:00:00,43874.6733792065,"Sector: Finance, Residence: 7 years, City: Sydney"
169383,David Martinez,Credit,16244.1935121223,0.618152853107216,686,2020-09-17 00:00:00,19293.6680507566,"Sector: Retail, Residence: 13 years, City: New York"
303489,Mary Smith,Loan,46326.6348819817,3.38791807560385,488,2020-09-18 00:00:00,24215.0179094424,"Sector: Education, Residence: 5 years, City: Tokyo"
501846,Sarah Martinez,Checking,24078.772730496,3.87102103894017,676,2020-09-19 00:00:00,21588.2150118213,"Sector: Retail, Residence: 7 years, City: Sydney"
156023,Michael Wilson,Credit,46666.0506048457,*^$$,814,2020-09-20 00:00:00,12212.5112408667,"Sector: Education, Residence: 18 years, City: New York"
710375,David Miller,Checking,,4.7221244066603,767,2020-09-21 00:00:00,27159.9067663164,"Sector: Healthcare, Residence: 13 years, City: London"
899236,,Savings,1955.73502812853,4.48378795209329,792,2020-09-22 00:00:00,7009.24645149451,"Sector: Finance, Residence: 5 years, City: New York"
855124,William Wilson,Savings,11874.1863747939,2.72440739448485,398,2020-09-23 00:00:00,23931.8818199562,"Sector: Retail, Residence: 20 years, City: Sydney"
758095,Barbara Moore,Credit,30620.9198243091,4.28498725409439,675,2020-09-24 00:00:00,26065.3190791967,"Sector: Technology, Residence: 6 years, City: New York"
303233,Patricia Thomas,Credit,43151.7429719901,2.47393612689262,733,2020-09-25 00:00:00,37503.0777017337,"Sector: Healthcare, Residence: 1 years, City: Tokyo"
202666,Jessica Martinez,Credit,7865.3138281195,3.48839547447555,676,2020-09-26 00:00:00,17513.6889491674,"Sector: Technology, Residence: 6 years, City: London"
621849,Richard Wilson,Loan,18246.7094135502,4.04573601107658,793,2020-09-27 00:00:00,30450.9928218444,"Sector: Education, Residence: 7 years, City: Tokyo"
421982,Jessica Taylor,Savings,49678.6238564669,2.24588288305302,490,2020-09-28 00:00:00,21071.5522710652,"Sector: Healthcare, Residence: 10 years, City: New York"
873344,Linda Davis,Loan,27501.7440658491,4.83339213803788,315,2020-09-29 00:00:00,13507.5995417037,"Sector: Retail, Residence: 8 years, City: New York"
641674,Jennifer Jackson,Credit,21990.5750677013,1.26321706669229,727,2020-09-30 00:00:00,35911.8136266231,"Sector: Healthcare, Residence: 20 years, City: New York"
752140,Susan Rodriguez,Savings,40926.0894243846,0.813180455004351,566,2020-10-01 00:00:00,5874.91325997317,"Sector: Technology, Residence: 5 years, City: Sydney"
400753,Richard Martin,Credit,6511.50606844377,4.85967690459198,554,2020-10-02 00:00:00,18772.0242374606,"Sector: Education, Residence: 18 years, City: New York"
306606,Patricia Anderson,Savings,49011.0773599922,0.831770299368175,558,2020-10-03 00:00:00,25298.1868714495,"Sector: Healthcare, Residence: 13 years, City: Sydney"
153808,Robert Miller,Loan,15021.7436573861,1.86363812052879,814,2020-10-04 00:00:00,19453.8278980542,"Sector: Retail, Residence: 19 years, City: New York"
816140,Thomas Wilson,Savings,28730.9448285703,0.815130274258799,389,2020-10-05 00:00:00,10005.5264598015,"Sector: Healthcare, Residence: 1 years, City: Sydney"
483271,David Smith,Checking,47156.9309252601,1.9394918525411,801,2020-10-06 00:00:00,25468.2535801805,"Sector: Healthcare, Residence: 15 years, City: New York"
107687,Jessica Taylor,Checking,18717.2127252204,3.63355175514006,605,2020-10-07 00:00:00,47294.4571915782,"Sector: Education, Residence: 14 years, City: Sydney"
740062,Richard Hernandez,Loan,36991.7930384967,4.29082705399067,702,2020-10-08 00:00:00,13610.1427318463,"Sector: Technology, Residence: 2 years, City: London"
200570,John Rodriguez,Credit,3380.12609372409,3.72992029719124,745,2020-10-09 00:00:00,45289.4587181777,"Sector: Retail, Residence: 19 years, City: Tokyo"
764043,Jessica Miller,Savings,47588.3083148426,3.75144096722978,533,2020-10-10 00:00:00,27445.2599886921,"Sector: Retail, Residence: 20 years, City: Berlin"
528230,William Anderson,Credit,39285.6766682541,3.51346555791491,791,2020-10-11 00:00:00,40548.2168211915,"Sector: Technology, Residence: 19 years, City: Sydney"
593137,Charles Moore,Credit,17333.732384809,0.746152449365372,693,2020-10-12 00:00:00,37640.0123246858,"Sector: Healthcare, Residence: 1 years, City: London"
278581,Robert Gonzalez,Checking,41058.9764352816,0.71268771980309,548,2020-10-13 00:00:00,25495.764904302,"Sector: Retail, Residence: 5 years, City: London"
682076,James Jackson,Checking,23300.7050692371,3.31047628595501,810,2020-10-14 00:00:00,35302.5309217996,"Sector: Technology, Residence: 4 years, City: Sydney"
764728,Robert Wilson,Checking,46664.9496141708,4.25418616894526,586,2020-10-15 00:00:00,15011.1324107789,"Sector: Education, Residence: 18 years, City: Berlin"
261457,David Rodriguez,Checking,41409.7274939694,2.24782555392766,519,2020-10-16 00:00:00,19988.2558753275,"Sector: Finance, Residence: 20 years, City: London"
369104,Patricia Martinez,Savings,13295.4294074838,1.63464365869544,717,2020-10-17 00:00:00,22783.4975015872,"Sector: Retail, Residence: 14 years, City: Berlin"
729216,Joseph Gonzalez,Checking,49233.70976822,0.583985163134765,626,2020-10-18 00:00:00,19332.1300562501,"Sector: Finance, Residence: 14 years, City: New York"
452361,William Anderson,Savings,19634.4576177055,3.04340770935403,796,2020-10-19 00:00:00,6140.99234127619,"Sector: Retail, Residence: 1 years, City: Berlin"
332443,Robert Jones,Loan,31198.2872743013,1.8587508933436,501,2020-10-20 00:00:00,26950.9329366158,"Sector: Technology, Residence: 15 years, City: Tokyo"
685995,David Anderson,Credit,836.160021412324,4.16096460167242,801,2020-10-21 00:00:00,13491.1859821586,"Sector: Healthcare, Residence: 8 years, City: Sydney"
691855,David Johnson,Credit,24558.8615826022,1.88226019142184,764,2020-10-22 00:00:00,6772.19454832837,"Sector: Technology, Residence: 8 years, City: Sydney"
275654,Thomas Williams,Loan,45976.0405653715,1.7424079961547,805,2020-10-23 00:00:00,12373.8525492236,"Sector: Technology, Residence: 12 years, City: Sydney"
949183,,Loan,36270.404226584,3.8729809561346,803,2020-10-24 00:00:00,13681.2577967821,"Sector: Technology, Residence: 20 years, City: Sydney"
679027,,Savings,30523.9625979813,2.52403252312782,830,2020-10-25 00:00:00,20595.3108310716,"Sector: Technology, Residence: 11 years, City: New York"
410628,Mary Lopez,Checking,14474.1532489848,4.40972183621573,480,2020-10-26 00:00:00,39947.8197492196,"Sector: Finance, Residence: 11 years, City: Tokyo"
380465,Mary Williams,Savings,41199.6412237538,1.50975725191112,731,2020-10-27 00:00:00,49612.0866591109,"Sector: Education, Residence: 13 years, City: Berlin"
118749,Barbara Lopez,Credit,4143.0948359724,1.20412310681145,693,2020-10-28 00:00:00,11066.7300287633,"Sector: Finance, Residence: 10 years, City: Tokyo"
233172,Thomas Garcia,Credit,30340.6989134108,1.80610541342126,706,2020-10-29 00:00:00,45551.955320119,"Sector: Technology, Residence: 12 years, City: Tokyo"
370444,David Thomas,Savings,29791.1840632117,2.04682627695986,446,2020-10-30 00:00:00,25477.380172418,"Sector: Finance, Residence: 3 years, City: New York"
825670,Charles Gonzalez,Checking,36972.1215047741,0.674998435582805,614,2020-10-31 00:00:00,22347.2353086819,"Sector: Retail, Residence: 13 years, City: Tokyo"
941230,William Davis,Checking,36383.755176816,1.06477308840977,389,2020-11-01 00:00:00,20813.2726806117,"Sector: Healthcare, Residence: 4 years, City: Sydney"
690503,Joseph Anderson,Loan,18062.9716533199,1.39109784327824,335,2020-11-02 00:00:00,26438.7392740924,"Sector: Healthcare, Residence: 1 years, City: Berlin"
630163,Robert Martin,Credit,13091.4841230432,1.06539309860096,797,2020-11-03 00:00:00,9464.90840373074,"Sector: Healthcare, Residence: 14 years, City: London"
988817,Jennifer Smith,Savings,19108.6229616181,3.31657923532616,362,2020-11-04 00:00:00,10655.9090487252,"Sector: Retail, Residence: 2 years, City: Tokyo"
988691,Barbara Miller,Checking,4588.23094233433,2.69957028652106,305,2020-11-05 00:00:00,48432.581064887,"Sector: Healthcare, Residence: 11 years, City: New York"
566909,Jennifer Rodriguez,Checking,32633.054000534,2.38410705699171,556,2020-11-06 00:00:00,33494.4537815932,"Sector: Healthcare, Residence: 20 years, City: Tokyo"
855270,Robert Wilson,Credit,20215.5401214989,0.502032368933029,518,2020-11-07 00:00:00,34253.8394956402,"Sector: Retail, Residence: 11 years, City: Sydney"
164045,Jennifer Davis,Savings,12995.3383689899,4.97100876786849,670,2020-11-08 00:00:00,17571.0341882211,"Sector: Retail, Residence: 14 years, City: Tokyo"
802815,Barbara Jones,Credit,4400.88630800257,3.73419004855381,741,2020-11-09 00:00:00,21998.02892335,"Sector: Education, Residence: 6 years, City: Sydney"
990272,Michael Davis,Checking,3644.11340834303,1.17727387260671,666,2020-11-10 00:00:00,6685.7307512018,"Sector: Finance, Residence: 18 years, City: London"
809549,David Lopez,Loan,47987.5649773594,,505,2020-11-11 00:00:00,18750.3296608577,"Sector: Retail, Residence: 6 years, City: London"
913072,David Gonzalez,Checking,48376.8792523712,3.82706699395778,849,2020-11-12 00:00:00,23957.0800741981,"Sector: Technology, Residence: 17 years, City: Berlin"
205576,Susan Taylor,Savings,13506.260426696,2.72256215302367,653,2020-11-13 00:00:00,11933.0457801212,"Sector: Retail, Residence: 18 years, City: New York"
338593,John Gonzalez,Credit,35506.078856376,1.33705821804699,713,2020-11-14 00:00:00,15964.7601120082,"Sector: Education, Residence: 8 years, City: Berlin"
339215,William Smith,Credit,30753.5176916462,3.20223915310275,417,2020-11-15 00:00:00,49713.0135296355,"Sector: Retail, Residence: 4 years, City: London"
546973,Barbara Jones,Savings,48511.0375230754,3.00414589070284,666,2020-11-16 00:00:00,22869.9843124359,"Sector: Education, Residence: 17 years, City: Tokyo"
727250,James Johnson,Credit,47492.8395153964,2.30186755023404,599,2020-11-17 00:00:00,34090.6450499692,"Sector: Education, Residence: 19 years, City: London"
325217,Joseph Rodriguez,Savings,11670.0335342026,,395,2020-11-18 00:00:00,28139.4841272551,"Sector: Healthcare, Residence: 6 years, City: Tokyo"
629001,Robert Jackson,Credit,40729.8424971661,0.537909424735913,471,2020-11-19 00:00:00,36115.4597538726,"Sector: Finance, Residence: 15 years, City: New York"
247818,Karen Johnson,Checking,43737.8997557577,1.08006762020544,624,2020-11-20 00:00:00,23480.2517864768,"Sector: Technology, Residence: 16 years, City: Sydney"
848392,Richard Anderson,Savings,,1.58283113003474,416,2020-11-21 00:00:00,32840.3307373349,"Sector: Finance, Residence: 3 years, City: Berlin"
357487,,Credit,19899.5834655978,0.719190450107678,386,2020-11-22 00:00:00,44121.2637324913,"Sector: Finance, Residence: 13 years, City: Sydney"
578696,Michael Brown,Credit,28714.0934450925,1.64195918109996,521,2020-11-23 00:00:00,30669.5582993081,"Sector: Technology, Residence: 3 years, City: Berlin"
652506,James Anderson,Checking,16530.730527443,3.96986529574649,338,2020-11-24 00:00:00,23813.6439269075,"Sector: Technology, Residence: 8 years, City: Berlin"
910186,,Savings,21606.5449427935,1.83654674846968,619,2020-11-25 00:00:00,13488.1669509503,"Sector: Retail, Residence: 12 years, City: Berlin"
931922,Karen Martin,Checking,31840.8881256378,4.08927364952102,602,2020-11-26 00:00:00,44436.4784504508,"Sector: Retail, Residence: 9 years, City: Sydney"
695220,Karen Martinez,Checking,27553.5455350376,4.27907827145771,420,2020-11-27 00:00:00,26876.5185692132,"Sector: Finance, Residence: 11 years, City: London"
104796,Charles Hernandez,Checking,14831.3712472783,2.97694387204551,300,2020-11-28 00:00:00,35530.8259540131,"Sector: Finance, Residence: 7 years, City: Berlin"
611355,Jessica Hernandez,Checking,15305.6580979399,0.685568123611757,530,2020-11-29 00:00:00,49507.9328628361,"Sector: Technology, Residence: 8 years, City: Tokyo"
314513,Elizabeth Brown,Savings,13260.2954528025,2.4062671464128,725,2020-11-30 00:00:00,9105.71874960229,"Sector: Finance, Residence: 8 years, City: Berlin"
821592,Mary Thomas,Loan,8017.64633839646,4.68302463784266,723,2020-12-01 00:00:00,31123.9051442506,"Sector: Healthcare, Residence: 16 years, City: Tokyo"
324280,Linda Jackson,Checking,23983.1901713869,2.20593219595802,609,2020-12-02 00:00:00,13872.0657551268,"Sector: Technology, Residence: 6 years, City: Sydney"
616367,Joseph Moore,Checking,27699.3526788131,3.47697371578014,741,2020-12-03 00:00:00,12014.7460834511,"Sector: Education, Residence: 4 years, City: Tokyo"
302619,Linda Williams,Checking,2744.12236826854,1.6483873172635,364,2020-12-04 00:00:00,43969.3114623515,"Sector: Technology, Residence: 12 years, City: Tokyo"
836368,Elizabeth Williams,Checking,,0.767421309290807,404,2020-12-05 00:00:00,5798.14534683534,"Sector: Technology, Residence: 1 years, City: New York"
624735,Jennifer Jackson,Loan,18466.3861124969,0.6544701277949,383,2020-12-06 00:00:00,7022.24583441697,"Sector: Education, Residence: 14 years, City: Tokyo"
814981,Robert Jackson,Loan,31495.0746553433,1.10402010298322,413,2020-12-07 00:00:00,47807.1451320786,"Sector: Retail, Residence: 10 years, City: New York"
539316,Patricia Davis,Checking,35013.1028714303,3.82058641375735,426,2020-12-08 00:00:00,47163.24338687,"Sector: Finance, Residence: 13 years, City: Tokyo"
901962,,Savings,48239.1317612988,3.58829704380225,623,2020-12-09 00:00:00,27686.9890951656,"Sector: Education, Residence: 18 years, City: Berlin"
139364,Richard Williams,Loan,5985.51419072598,3.85466600213515,818,2020-12-10 00:00:00,42643.8224656999,"Sector: Healthcare, Residence: 8 years, City: London"
825214,David Miller,Credit,42229.5604296975,0.8262906940723,512,2020-12-11 00:00:00,11474.7114383034,"Sector: Technology, Residence: 4 years, City: Sydney"
104716,Karen Taylor,Credit,24824.4605672125,4.20379685462987,446,2020-12-12 00:00:00,14668.3162000475,"Sector: Healthcare, Residence: 12 years, City: New York"
521287,William Jackson,Savings,43737.8659418492,2.61310652764706,387,2020-12-13 00:00:00,31332.9169904491,"Sector: Healthcare, Residence: 8 years, City: London"
326789,Elizabeth Brown,Savings,10972.7915860126,0.531293366892483,719,2020-12-14 00:00:00,39218.1304657525,"Sector: Education, Residence: 4 years, City: Sydney"
783441,Linda Jackson,Credit,10168.1541986749,0.922049877599304,801,2020-12-15 00:00:00,48303.3862725037,"Sector: Technology, Residence: 8 years, City: London"
271216,Jennifer Williams,Loan,,1.31288377070923,756,2020-12-16 00:00:00,36198.3422731632,"Sector: Healthcare, Residence: 16 years, City: Sydney"
169900,Michael Anderson,Credit,27915.4808203541,3.77048210504717,384,2020-12-17 00:00:00,28039.5146504554,"Sector: Education, Residence: 16 years, City: Berlin"
247696,Robert Davis,Credit,16438.6790543607,2.32232729091951,847,2020-12-18 00:00:00,20993.9573293262,"Sector: Technology, Residence: 1 years, City: Sydney"
777663,Susan Martinez,Loan,23510.8578326705,1.30597986600653,464,2020-12-19 00:00:00,11987.1922961665,"Sector: Healthcare, Residence: 17 years, City: New York"
468000,Linda Lopez,Loan,50.9768515771059,1.13660915747394,522,2020-12-20 00:00:00,38667.40191409,"Sector: Technology, Residence: 16 years, City: London"
