TransactionID,AccountNumber,TransactionType,Amount,TransactionDate,BranchCode,Currency,TransactionStatus,Channel,Fees,GeoLocation
259,326344.0,Withdrawal,7510.87,2023-03-14,330,AUD,Completed,POS,4.41,"-33.8688,151.2093"
260,119118.0,Transfer,6191.06,2020-04-02,351,AUD,Reversed,Branch,3.21,"-33.8688,151.2093"
261,169383.0,Payment,8430.53,2023-02-17,412,USD,Failed,Online Banking,7.65,"40.7128,-74.006"
262,303489.0,Withdrawal,3700.26,2020-01-23,164,JPY,Failed,Mobile App,9.14,"35.6895,139.6917"
263,501846.0,Deposit,7080.42,2019-08-12,408,AUD,Failed,Branch,5.64,"-33.8688,151.2093"
264,156023.0,Transfer,4858.27,2024-07-15,486,USD,Failed,ATM,4.24,"40.7128,-74.006"
265,967254.0,Withdrawal,4906.37,2024-12-27,322,GBP,Pending,Branch,9.77,"51.5074,-0.1278"
266,899236.0,Transfer,9589.84,2022-11-17,230,USD,Failed,Branch,1.39,"40.7128,-74.006"
267,855124.0,Deposit,6246.45,2020-09-09,270,AUD,Reversed,Branch,2.24,"-33.8688,151.2093"
268,758095.0,Withdrawal,9838.53,2019-06-04,200,USD,Failed,Mobile App,4.23,
269,158780.0,Deposit,6266.26,2023-02-23,239,JPY,Reversed,Mobile App,3.07,"35.6895,139.6917"
270,202666.0,Withdrawal,6092.5,2021-12-17,14,GBP,Pending,ATM,4.95,"51.5074,-0.1278"
271,621849.0,Withdrawal,7953.86,2024-10-03,72,JPY,Pending,ATM,6.22,"35.6895,139.6917"
272,421982.0,Transfer,2261.8,2022-03-07,286,USD,Failed,ATM,1.65,"40.7128,-74.006"
273,873344.0,Payment,2922.92,2019-06-19,32,EUR,Reversed,Online Banking,8.18,"40.7128,-74.006"
274,641674.0,Transfer,1664.46,2021-02-04,186,USD,Completed,Mobile App,3.84,
275,752140.0,Payment,6836.69,2022-06-25,317,AUD,Pending,Branch,8.32,"-33.8688,151.2093"
276,400753.0,Payment,5408.9,2024-01-16,344,USD,Pending,Mobile App,7.86,"43.65107,-79.347015"
277,306606.0,Transfer,5429.55,2023-03-05,474,AUD,Failed,POS,3.4,"-33.8688,151.2093"
278,153808.0,,3831.82,2020-07-16,454,USD,Failed,POS,8.39,"40.7128,-74.006"
279,816140.0,,1660.16,2021-05-27,342,AUD,Reversed,Mobile App,9.47,"-33.8688,151.2093"
280,483271.0,Transfer,4143.55,2020-09-27,237,USD,Completed,Branch,3.59,"40.7128,-74.006"
281,107687.0,Withdrawal,9228.32,2024-09-16,8,AUD,Completed,Branch,5.31,"40.7128,-74.006"
282,740062.0,Withdrawal,4705.25,2023-01-22,449,INR,Completed,POS,3.06,"51.5074,-0.1278"
283,200570.0,Withdrawal,6683.19,2019-05-16,282,JPY,Failed,ATM,0.01,"35.6895,139.6917"
284,764043.0,Withdrawal,1502.17,2022-08-25,385,EUR,Completed,Branch,6.26,"52.52,13.405"
285,528230.0,Payment,9370.2,2021-02-03,464,AUD,Completed,Mobile App,8.52,"-33.8688,151.2093"
286,593137.0,Transfer,9591.89,2023-07-29,132,GBP,Pending,Online Banking,0.36,"51.5074,-0.1278"
287,278581.0,Withdrawal,3205.09,2019-01-11,99,GBP,Reversed,Branch,6.6,"51.5074,-0.1278"
288,682076.0,Transfer,5225.01,2019-05-17,77,AUD,Reversed,POS,8.74,"-33.8688,151.2093"
289,764728.0,Transfer,1370.21,2022-09-28,285,EUR,Reversed,Online Banking,2.7,"52.52,13.405"
290,261457.0,Transfer,1257.98,2022-01-11,335,AUD,Completed,,4.59,"51.5074,-0.1278"
291,369104.0,Payment,4123.3,2019-06-28,420,INR,Pending,ATM,3.13,"52.52,13.405"
292,729216.0,Transfer,5172.67,2020-07-12,96,USD,Failed,Online Banking,1.25,"40.7128,-74.006"
293,470097.0,Transfer,3887.97,2021-06-16,85,EUR,Reversed,Mobile App,9.31,"52.52,13.405"
294,374624.0,Payment,3095.83,2022-03-27,342,JPY,Failed,ATM,3.73,"35.6895,139.6917"
295,685995.0,Deposit,7838.09,2020-12-14,361,AUD,Pending,ATM,7.18,"-33.8688,151.2093"
296,691855.0,Withdrawal,1613.08,2024-12-21,375,AUD,Reversed,Mobile App,2.72,"-33.8688,151.2093"
297,275654.0,Payment,5900.17,2022-05-03,61,AUD,Pending,Mobile App,0.9,"-33.8688,151.2093"
298,949183.0,Withdrawal,1482.66,2022-06-22,453,AUD,Reversed,POS,5.07,"-33.8688,151.2093"
299,112136.0,Payment,7719.47,2019-04-19,421,USD,Reversed,Online Banking,8.48,"40.7128,-74.006"
300,410628.0,Payment,2126.01,2019-10-27,206,AUD,Completed,Mobile App,0.36,"35.6895,139.6917"
301,380465.0,Withdrawal,3268.53,2024-12-23,107,EUR,Pending,Mobile App,8.82,"52.52,13.405"
302,118749.0,Payment,685.78,2024-02-03,278,JPY,Failed,Online Banking,9.85,"35.6895,139.6917"
303,233172.0,Deposit,1888.8,2019-06-22,337,JPY,Reversed,Branch,4.24,"35.6895,139.6917"
304,370444.0,Payment,3608.91,2024-01-08,264,USD,Pending,ATM,,"40.7128,-74.006"
305,825670.0,Deposit,7681.43,2022-05-10,443,JPY,Reversed,Mobile App,4.38,"35.6895,139.6917"
306,941230.0,Deposit,2915.46,2020-01-22,334,AUD,Reversed,POS,4.46,"-33.8688,151.2093"
307,690503.0,Withdrawal,5933.99,2019-12-03,123,EUR,Pending,Online Banking,7.97,"52.52,13.405"
308,630163.0,Transfer,3985.64,2022-07-21,235,GBP,Failed,Branch,2.71,"51.5074,-0.1278"
309,988817.0,Transfer,1741.03,2021-07-28,205,JPY,Pending,ATM,6.89,"35.6895,139.6917"
310,988691.0,Payment,7219.77,2020-10-04,450,USD,Completed,Branch,3.19,
311,566909.0,Payment,4252.35,2024-02-22,348,JPY,Failed,Online Banking,0.38,"35.6895,139.6917"
312,855270.0,Payment,2741.01,2023-12-22,25,AUD,Pending,Online Banking,4.4,"-33.8688,151.2093"
313,164045.0,Payment,1559.64,2021-11-08,231,JPY,Pending,POS,7.86,"35.6895,139.6917"
314,802815.0,Withdrawal,7649.27,2020-12-11,397,AUD,Pending,Online Banking,,"-33.8688,151.2093"
315,990272.0,Transfer,2643.53,2024-07-05,314,GBP,Pending,Branch,2.04,"51.5074,-0.1278"
316,809549.0,Payment,203.24,2020-07-01,424,GBP,Pending,Branch,1.45,"51.5074,-0.1278"
317,913072.0,Payment,6992.67,2023-09-30,321,EUR,Completed,,3.29,"19.076,72.8777"
318,205576.0,Deposit,9826.35,2020-12-07,72,USD,Pending,POS,3.76,"40.7128,-74.006"
319,338593.0,Payment,8191.06,2023-04-09,1,EUR,Completed,ATM,2.94,"52.52,13.405"
320,339215.0,Withdrawal,4823.32,2021-02-16,419,GBP,Failed,Online Banking,,"25.276987,55.296249"
321,278158.0,Payment,7560.49,2019-09-17,106,JPY,Failed,ATM,1.74,"35.6895,139.6917"
322,727250.0,Withdrawal,2661.08,2020-06-23,200,AED,Pending,ATM,4.78,"51.5074,-0.1278"
323,325217.0,Transfer,3282.43,2023-06-20,1,JPY,Failed,ATM,3.37,"35.6895,139.6917"
324,411988.0,Transfer,6771.31,2024-07-07,489,USD,Reversed,Branch,6.02,"40.7128,-74.006"
325,247818.0,Deposit,1093.34,2024-11-27,479,AUD,Failed,ATM,7.88,"-33.8688,151.2093"
326,439313.0,Payment,2399.42,2023-06-16,31,EUR,Failed,Mobile App,6.73,"52.52,13.405"
327,357487.0,Withdrawal,2162.76,2022-01-02,398,AUD,Reversed,Mobile App,0.46,"-33.8688,151.2093"
328,578696.0,Transfer,466.84,2022-10-14,321,EUR,Completed,Online Banking,6.66,"19.076,72.8777"
329,652506.0,,1848.64,2020-02-15,181,EUR,Reversed,POS,2.59,"52.52,13.405"
330,515337.0,Deposit,9761.77,2021-01-14,189,EUR,Reversed,POS,3.06,"52.52,13.405"
331,931922.0,Deposit,6190.6,2020-08-16,232,AUD,Completed,,9.57,"-33.8688,151.2093"
332,233160.0,Deposit,9602.92,2020-08-04,327,GBP,Completed,Mobile App,7.23,"51.5074,-0.1278"
333,104796.0,Payment,3890.51,2021-05-08,471,EUR,Pending,ATM,6.59,"52.52,13.405"
334,611355.0,Deposit,1385.88,2020-05-10,80,JPY,Completed,Online Banking,1.73,"35.6895,139.6917"
335,314513.0,Withdrawal,3418.1,2020-01-25,210,EUR,Failed,Branch,2.97,"52.52,13.405"
336,821592.0,Deposit,4862.55,2021-02-20,69,JPY,Failed,ATM,7.89,"35.6895,139.6917"
337,324280.0,Withdrawal,1510.86,2020-02-13,212,AUD,Pending,,2.51,"48.8566,2.3522"
338,616367.0,Transfer,4950.64,2023-08-10,173,JPY,Failed,POS,2.16,
339,302619.0,,2603.37,2020-08-20,459,JPY,Pending,Online Banking,2.69,"35.6895,139.6917"
340,836368.0,Deposit,2420.62,2022-08-11,267,USD,Completed,POS,,"40.7128,-74.006"
341,624735.0,Deposit,3469.28,2023-09-05,397,JPY,Failed,POS,5.71,"35.6895,139.6917"
342,814981.0,Payment,1243.87,2021-12-02,311,USD,Pending,ATM,0.52,
343,539316.0,Withdrawal,3731.61,2020-06-15,470,JPY,Pending,Branch,1.06,"35.6895,139.6917"
344,901962.0,Payment,5673.34,2022-04-03,490,EUR,Completed,Online Banking,1.73,"52.52,13.405"
345,666178.0,Withdrawal,9514.3,2024-08-05,36,GBP,Completed,ATM,3.76,"51.5074,-0.1278"
346,825214.0,Deposit,8108.17,2019-09-19,442,AUD,Reversed,Mobile App,,"-33.8688,151.2093"
347,209537.0,Withdrawal,3752.59,2022-04-22,34,USD,Pending,POS,6.7,"40.7128,-74.006"
348,521287.0,Withdrawal,330.56,2024-09-10,262,GBP,Completed,POS,7.28,"51.5074,-0.1278"
349,326789.0,Deposit,2013.13,2023-10-13,239,AUD,Reversed,Mobile App,1.31,"43.65107,-79.347015"
350,783441.0,Transfer,2254.28,2021-03-07,228,GBP,Pending,POS,3.39,"51.5074,-0.1278"
351,271216.0,Payment,2619.68,2019-11-18,373,AUD,Failed,Branch,0.3,"-33.8688,151.2093"
352,714345.0,Payment,68.37,2019-08-20,300,EUR,Reversed,POS,5.91,"52.52,13.405"
353,247696.0,Transfer,3693.93,2024-10-24,141,AUD,Reversed,ATM,8.77,"-33.8688,151.2093"
354,777663.0,Withdrawal,6854.56,2020-03-19,223,USD,Completed,Mobile App,5.57,"40.7128,-74.006"
355,468000.0,Deposit,1286.84,2023-07-21,424,GBP,Reversed,POS,8.65,"51.5074,-0.1278"
356,303093.0,Payment,4630.85,2023-07-17,181,AED,Reversed,ATM,,"43.65107,-79.347015"
357,206174.0,Payment,2579.4,2021-07-23,97,GBP,Pending,POS,2.66,"51.5074,-0.1278"
358,171744.0,Transfer,4302.5,2024-09-02,429,AUD,Pending,POS,9.12,"-33.8688,151.2093"
359,967018.0,Withdrawal,5406.1,2021-04-13,277,EUR,Completed,Mobile App,3.62,
360,991737.0,Transfer,5482.89,2024-07-12,149,JPY,Completed,ATM,6.65,"35.6895,139.6917"
361,724712.0,Transfer,4492.69,2019-04-10,232,USD,Pending,Online Banking,5.66,"40.7128,-74.006"
362,228352.0,Withdrawal,70.05,2024-10-09,303,JPY,Reversed,Mobile App,2.71,"35.6895,139.6917"
363,950770.0,Withdrawal,1095.85,2019-11-07,492,EUR,Completed,Online Banking,8.77,"52.52,13.405"
364,250802.0,Payment,7460.16,2024-11-17,34,JPY,Failed,Branch,2.75,"35.6895,139.6917"
365,719629.0,Deposit,6545.41,2024-04-13,158,EUR,Reversed,Online Banking,1.41,"52.52,13.405"
366,290842.0,Transfer,2406.87,2019-11-03,386,SGD,Pending,POS,0.8,"52.52,13.405"
367,152932.0,Payment,1531.0,2024-01-07,456,USD,Failed,Mobile App,1.52,"40.7128,-74.006"
368,750787.0,Deposit,1325.08,2020-01-10,12,EUR,Reversed,ATM,5.59,"52.52,13.405"
369,196646.0,Payment,2101.99,2021-12-26,82,AUD,Pending,ATM,1.2,"-33.8688,151.2093"
370,559443.0,Withdrawal,4225.85,2023-06-22,278,JPY,Completed,ATM,4.78,"35.6895,139.6917"
371,109038.0,Transfer,9412.88,2020-11-14,242,JPY,Pending,Mobile App,3.79,"35.6895,139.6917"
372,174120.0,Deposit,706.66,2019-10-18,148,GBP,Pending,Online Banking,8.85,"51.5074,-0.1278"
373,505639.0,Payment,6922.44,2019-10-22,371,JPY,Pending,ATM,0.41,"35.6895,139.6917"
374,687600.0,Withdrawal,4139.18,2024-06-20,351,AUD,Completed,POS,8.31,"-33.8688,151.2093"
375,789133.0,Deposit,3397.09,2021-06-16,231,JPY,Reversed,POS,7.07,"35.6895,139.6917"
376,612670.0,Deposit,6119.46,2024-08-07,120,AUD,Pending,Mobile App,9.11,"-33.8688,151.2093"
377,887809.0,Transfer,7680.67,2024-01-03,22,GBP,Completed,Branch,5.51,"51.5074,-0.1278"
378,683053.0,Deposit,8932.15,2021-12-26,98,JPY,Pending,Online Banking,7.41,"35.6895,139.6917"
379,578371.0,Payment,4194.44,2023-04-11,175,GBP,Failed,Online Banking,,"51.5074,-0.1278"
380,343139.0,Payment,115.75,2022-01-01,48,JPY,Completed,Online Banking,9.54,"35.6895,139.6917"
381,736154.0,Payment,6032.92,2024-11-16,492,USD,Pending,Mobile App,1.83,"40.7128,-74.006"
382,690299.0,Payment,6491.79,2021-02-13,290,USD,Reversed,Branch,1.33,"40.7128,-74.006"
383,341112.0,Deposit,3699.6,2024-10-04,49,EUR,Failed,Online Banking,7.08,"52.52,13.405"
384,700400.0,Payment,6774.99,2021-08-28,467,AUD,Failed,Branch,3.48,"48.8566,2.3522"
385,220607.0,Payment,2070.11,2021-11-17,280,JPY,Pending,Branch,6.52,"43.65107,-79.347015"
386,232056.0,Payment,381.25,2021-12-31,484,USD,Completed,POS,7.76,"40.7128,-74.006"
387,788166.0,Deposit,4882.37,2023-12-07,62,CAD,Pending,Mobile App,7.05,"51.5074,-0.1278"
388,167736.0,Withdrawal,1083.08,2020-04-06,458,JPY,Failed,Online Banking,8.8,"35.6895,139.6917"
389,433677.0,Payment,7253.72,2024-05-31,403,AUD,Reversed,POS,2.82,"-33.8688,151.2093"
390,845279.0,Deposit,574.89,2024-07-12,463,CAD,Reversed,POS,3.07,"-33.8688,151.2093"
391,436828.0,Deposit,3122.32,2020-02-16,238,EUR,Pending,Online Banking,3.57,"52.52,13.405"
392,772662.0,Withdrawal,6542.43,2022-12-20,315,USD,Completed,Mobile App,7.58,"40.7128,-74.006"
393,356567.0,Deposit,1943.63,2023-08-30,115,EUR,Pending,,4.94,"52.52,13.405"
394,798998.0,Transfer,8923.12,2019-06-18,258,GBP,Reversed,Online Banking,0.9,"51.5074,-0.1278"
395,717964.0,,6396.27,2022-03-28,361,USD,Pending,ATM,3.44,"40.7128,-74.006"
396,463702.0,Withdrawal,2597.85,2020-01-28,499,BRL,Completed,Mobile App,7.42,"35.6895,139.6917"
397,961561.0,Transfer,7414.16,2024-05-08,317,ZAR,Failed,POS,5.04,"-33.8688,151.2093"
398,489894.0,Payment,4259.08,2023-06-16,31,EUR,Failed,Branch,8.79,"52.52,13.405"
399,784085.0,Payment,5515.36,2022-09-09,337,JPY,Failed,POS,4.66,"35.6895,139.6917"
400,791852.0,Deposit,9728.57,2023-11-17,498,SGD,Completed,Mobile App,2.14,"35.6895,139.6917"
401,702068.0,Payment,8694.48,2019-02-02,248,AUD,Completed,POS,0.13,"-33.8688,151.2093"
402,442459.0,Transfer,3675.53,2023-07-03,374,USD,Failed,POS,4.89,"40.7128,-74.006"
403,491658.0,Withdrawal,6332.58,2022-01-03,234,USD,Reversed,Branch,8.63,"40.7128,-74.006"
404,332804.0,Transfer,3208.47,2020-08-03,482,GBP,Completed,Online Banking,6.04,"51.5074,-0.1278"
405,653729.0,Withdrawal,6198.5,2019-12-01,98,AUD,Completed,Mobile App,4.02,"35.6895,139.6917"
406,747722.0,Transfer,7232.31,2024-07-05,142,AUD,Failed,POS,6.82,"-33.8688,151.2093"
407,948190.0,Transfer,3845.7,2022-12-20,383,GBP,Pending,Online Banking,3.35,"51.5074,-0.1278"
408,807233.0,Withdrawal,7447.32,2020-03-18,10,JPY,Completed,Online Banking,6.93,"35.6895,139.6917"
409,194028.0,Withdrawal,1706.61,2020-04-07,490,JPY,Pending,POS,1.93,"35.6895,139.6917"
410,470701.0,Deposit,1727.15,2022-07-29,373,AUD,Completed,ATM,0.16,"-33.8688,151.2093"
411,190031.0,Deposit,2574.29,2021-11-21,427,GBP,Completed,Branch,3.27,
412,647981.0,Payment,4561.59,2022-03-02,106,ZAR,Completed,Mobile App,5.38,"-33.8688,151.2093"
413,875740.0,Deposit,2445.03,2019-06-14,187,JPY,Pending,Online Banking,,"35.6895,139.6917"
414,370251.0,Deposit,9822.88,2020-09-06,357,JPY,Failed,Mobile App,3.27,"51.5074,-0.1278"
415,826341.0,Payment,8154.95,2021-04-03,184,JPY,Reversed,Online Banking,1.41,"35.6895,139.6917"
416,871591.0,Deposit,5023.49,2023-08-07,178,EUR,Pending,ATM,1.39,"52.52,13.405"
417,648353.0,Transfer,6203.29,2024-09-12,47,EUR,Failed,ATM,9.93,"52.52,13.405"
418,894079.0,Payment,2271.98,2024-07-23,459,AUD,Reversed,Online Banking,7.83,"-33.8688,151.2093"
419,119466.0,Payment,7383.94,2020-11-22,357,EUR,Reversed,POS,8.7,
420,495448.0,Payment,7150.16,2024-10-07,56,GBP,Completed,Branch,4.83,"51.5074,-0.1278"
421,953429.0,,7093.78,2021-06-30,213,USD,Failed,Mobile App,3.18,"40.7128,-74.006"
422,541459.0,Payment,1769.99,2023-05-15,174,AUD,Completed,Online Banking,4.66,"-33.8688,151.2093"
423,694043.0,Withdrawal,3232.0,2023-10-20,109,EUR,Completed,Branch,0.11,"52.52,13.405"
424,313522.0,Withdrawal,7987.69,2020-10-20,133,GBP,Failed,Mobile App,7.81,"51.5074,-0.1278"
425,672321.0,Withdrawal,1934.4,2024-04-15,298,USD,Failed,Branch,7.57,"40.7128,-74.006"
426,450020.0,Transfer,4786.42,2023-10-25,162,USD,Reversed,Mobile App,3.06,"40.7128,-74.006"
427,655084.0,Transfer,232.2,2023-03-05,84,AUD,Pending,POS,0.81,"-33.8688,151.2093"
428,865289.0,Deposit,8578.97,2019-07-23,278,USD,Failed,Branch,6.49,"40.7128,-74.006"
429,953005.0,Payment,5954.22,2022-08-06,142,JPY,Pending,POS,6.06,"35.6895,139.6917"
430,734519.0,Deposit,9559.19,2019-01-21,18,JPY,Completed,Online Banking,7.57,"35.6895,139.6917"
431,231752.0,Deposit,8543.62,2023-12-13,52,JPY,Pending,ATM,7.4,"35.6895,139.6917"
432,401510.0,Transfer,8496.47,2020-09-02,368,JPY,Reversed,ATM,2.92,"35.6895,139.6917"
433,857121.0,Withdrawal,7911.96,2021-08-16,261,GBP,Completed,Branch,4.47,"51.5074,-0.1278"
434,698483.0,Withdrawal,558.97,2022-08-05,367,GBP,Pending,POS,5.37,"51.5074,-0.1278"
435,561648.0,Transfer,1829.61,2024-05-30,283,AUD,Failed,Mobile App,3.19,"-33.8688,151.2093"
436,839173.0,Withdrawal,5991.24,2019-06-05,58,EUR,Pending,ATM,0.27,"52.52,13.405"
437,771223.0,Payment,4464.25,2024-04-09,19,AUD,Failed,Mobile App,0.03,"-33.8688,151.2093"
438,940376.0,Withdrawal,593.66,2022-01-13,287,AUD,Reversed,Mobile App,2.45,"-33.8688,151.2093"
439,370725.0,Transfer,194.0,2022-09-15,67,GBP,Reversed,Branch,0.91,"51.5074,-0.1278"
440,161495.0,Transfer,4383.39,2022-10-06,199,JPY,Pending,Branch,7.0,
441,525528.0,Payment,7251.44,2019-05-10,111,GBP,Failed,ATM,8.92,"-33.8688,151.2093"
442,498136.0,Deposit,9635.97,2021-06-04,316,EUR,Reversed,ATM,4.88,
443,587579.0,Withdrawal,2194.74,2022-11-24,82,EUR,Completed,POS,1.33,"52.52,13.405"
444,242551.0,Transfer,8135.25,2021-06-25,19,SGD,Reversed,Mobile App,4.59,"52.52,13.405"
445,945486.0,Withdrawal,4921.76,2021-12-02,198,USD,Pending,POS,8.41,"40.7128,-74.006"
446,887245.0,Deposit,547.7,2020-08-31,40,EUR,Failed,Branch,1.92,"52.52,13.405"
447,392326.0,Withdrawal,9885.96,2020-07-09,92,JPY,Pending,Mobile App,0.1,"1.3521,103.8198"
448,582701.0,Payment,2566.79,2020-01-29,250,EUR,Failed,Online Banking,0.5,"52.52,13.405"
449,879612.0,Transfer,133.28,2020-09-21,320,EUR,Reversed,Mobile App,1.68,"52.52,13.405"
450,885824.0,Deposit,1667.45,2019-12-16,323,USD,Pending,Branch,8.05,"40.7128,-74.006"
451,232728.0,Payment,2541.41,2021-01-30,410,USD,Reversed,,,"40.7128,-74.006"
452,389748.0,Payment,4221.97,2023-04-03,231,GBP,Failed,POS,5.02,"51.5074,-0.1278"
453,610011.0,Transfer,9128.3,2020-04-28,450,JPY,Pending,POS,3.27,"35.6895,139.6917"
454,859112.0,Deposit,6918.94,2022-12-29,161,USD,Pending,ATM,1.66,"40.7128,-74.006"
455,834282.0,Deposit,1212.67,2024-10-16,355,JPY,Completed,POS,1.67,"35.6895,139.6917"
456,393763.0,Deposit,5150.28,2024-12-11,49,EUR,Completed,ATM,4.12,"52.52,13.405"
457,804679.0,Payment,9574.12,2023-07-03,482,EUR,Completed,POS,9.91,"52.52,13.405"
458,659057.0,Payment,528.94,2024-10-10,269,EUR,Reversed,Online Banking,1.97,"52.52,13.405"
459,139236.0,Payment,2518.06,2022-03-20,463,JPY,Pending,ATM,,"35.6895,139.6917"
460,731899.0,Transfer,382.02,2022-04-05,495,AUD,Reversed,ATM,4.84,"-33.8688,151.2093"
461,606765.0,Deposit,1264.42,2020-01-06,224,JPY,Reversed,Branch,7.69,"35.6895,139.6917"
462,418213.0,Withdrawal,660.72,2024-09-12,45,GBP,Reversed,Branch,3.28,"51.5074,-0.1278"
463,241420.0,Deposit,9694.89,2019-05-08,325,JPY,Completed,ATM,1.0,"35.6895,139.6917"
464,456843.0,Payment,2891.56,2021-07-26,21,EUR,Completed,POS,1.14,"1.3521,103.8198"
465,802938.0,Withdrawal,4449.38,2020-05-09,45,USD,Failed,Branch,5.16,"40.7128,-74.006"
466,868778.0,Deposit,3209.5,2024-08-30,189,EUR,Completed,Branch,5.07,"52.52,13.405"
467,860006.0,Withdrawal,1775.5,2024-02-04,208,GBP,Pending,ATM,1.18,"51.5074,-0.1278"
468,340617.0,Payment,5885.52,2023-08-15,371,JPY,Completed,ATM,2.21,"35.6895,139.6917"
469,151108.0,Transfer,5729.92,2024-08-24,250,GBP,Reversed,Online Banking,5.46,"51.5074,-0.1278"
470,950146.0,Withdrawal,3707.26,2021-09-23,267,JPY,Reversed,ATM,5.35,"1.3521,103.8198"
471,453812.0,Transfer,6562.61,2020-12-19,478,EUR,Pending,Branch,5.07,"52.52,13.405"
472,701729.0,Payment,6672.84,2019-08-15,359,JPY,Failed,ATM,7.22,"35.6895,139.6917"
473,861903.0,Payment,6403.85,2021-01-24,401,AUD,Pending,Mobile App,6.27,"-33.8688,151.2093"
474,997490.0,Payment,7097.88,2019-06-24,283,USD,Completed,Online Banking,7.88,"1.3521,103.8198"
475,656347.0,Deposit,4948.17,2019-11-29,484,INR,Failed,Branch,3.03,"51.5074,-0.1278"
476,170990.0,Withdrawal,408.41,2023-07-21,188,USD,Failed,Online Banking,1.89,"40.7128,-74.006"
477,912337.0,Payment,6203.21,2022-02-08,294,GBP,Reversed,POS,8.23,"51.5074,-0.1278"
478,157375.0,Transfer,9569.9,2022-08-08,165,EUR,Reversed,ATM,3.73,"52.52,13.405"
479,993875.0,Transfer,6134.14,2023-12-14,444,USD,Reversed,ATM,0.77,"40.7128,-74.006"
480,713631.0,Withdrawal,8116.05,2019-08-19,351,JPY,Pending,Mobile App,8.92,"35.6895,139.6917"
481,299893.0,Deposit,1389.73,2022-12-05,74,AUD,Reversed,Mobile App,7.62,"-33.8688,151.2093"
482,417627.0,Deposit,2354.45,2019-12-04,126,GBP,Reversed,Mobile App,5.14,"51.5074,-0.1278"
483,536637.0,,3219.56,2024-09-28,113,AUD,Completed,Mobile App,4.49,"-33.8688,151.2093"
484,222498.0,Deposit,4306.4,2023-05-06,63,AUD,Reversed,Mobile App,6.15,"-33.8688,151.2093"
485,892138.0,Transfer,3445.92,2023-07-22,423,AUD,Completed,Online Banking,5.38,"-33.8688,151.2093"
486,645634.0,Transfer,5650.13,2022-01-15,8,GBP,Completed,Mobile App,6.27,"51.5074,-0.1278"
487,240262.0,Withdrawal,4128.95,2023-03-14,109,USD,Reversed,Branch,9.34,"40.7128,-74.006"
488,590599.0,Transfer,3781.11,2019-02-15,100,GBP,Pending,Branch,5.72,"1.3521,103.8198"
489,571485.0,Transfer,7812.98,2023-11-17,51,GBP,Pending,Mobile App,5.83,"51.5074,-0.1278"
490,303103.0,Transfer,7783.98,2021-10-06,119,EUR,Pending,Mobile App,0.49,"52.52,13.405"
491,334321.0,Withdrawal,8534.23,2019-05-05,73,GBP,Completed,Online Banking,3.54,"51.5074,-0.1278"
492,207167.0,Withdrawal,8412.75,2022-03-06,217,AUD,Failed,POS,1.3,"-33.8688,151.2093"
493,682126.0,Payment,3321.61,2024-09-25,161,JPY,Completed,POS,8.84,"35.6895,139.6917"
494,628322.0,Payment,3761.99,2024-02-18,56,JPY,Failed,Branch,1.51,"35.6895,139.6917"
495,344720.0,Transfer,9610.8,2021-12-11,317,JPY,Failed,Mobile App,4.83,"35.6895,139.6917"
496,394891.0,,2929.17,2021-05-06,132,AUD,Failed,POS,6.76,"-33.8688,151.2093"
497,579616.0,Deposit,1659.38,2022-04-26,252,JPY,Pending,POS,5.32,"35.6895,139.6917"
498,449205.0,Deposit,2418.18,2021-04-01,464,GBP,Completed,Online Banking,4.67,"51.5074,-0.1278"
499,191367.0,Withdrawal,7454.08,2023-08-15,47,EUR,Reversed,Online Banking,1.47,"52.52,13.405"
500,323532.0,Withdrawal,4480.39,2022-11-08,10,USD,Completed,Mobile App,2.55,"40.7128,-74.006"
501,920011.0,Transfer,5791.59,2021-11-11,199,AUD,Reversed,Online Banking,3.93,"-33.8688,151.2093"
502,367523.0,Payment,4016.74,2023-07-10,439,JPY,Reversed,POS,9.15,"35.6895,139.6917"
503,147377.0,Transfer,8372.98,2021-08-19,414,JPY,Reversed,Mobile App,3.53,"35.6895,139.6917"
504,819952.0,,8745.14,2023-06-01,196,JPY,Completed,ATM,8.03,"35.6895,139.6917"
505,148155.0,Deposit,7669.22,2023-06-12,389,GBP,Pending,ATM,1.84,"51.5074,-0.1278"
506,943117.0,Payment,8476.36,2022-11-12,471,AUD,Failed,Mobile App,1.86,"-33.8688,151.2093"
507,344741.0,Payment,4026.1,2020-09-12,352,GBP,Failed,POS,2.74,"51.5074,-0.1278"
508,619305.0,Payment,5674.8,2019-08-25,110,EUR,Failed,Mobile App,3.81,"52.52,13.405"
509,451536.0,Withdrawal,6639.01,2020-11-27,142,USD,Reversed,POS,8.63,"40.7128,-74.006"
510,630053.0,Deposit,7747.45,2021-04-19,167,GBP,Completed,Online Banking,4.79,"-33.9249,18.4241"
511,731317.0,Deposit,123.99,2024-09-08,132,JPY,Completed,ATM,3.53,"35.6895,139.6917"
512,208920.0,Payment,8944.82,2020-03-08,271,EUR,Completed,,6.49,"52.52,13.405"
513,719248.0,Payment,5708.94,2019-05-06,148,USD,Reversed,Mobile App,9.22,"40.7128,-74.006"
514,629678.0,Deposit,6940.68,2022-09-12,439,AUD,Failed,POS,1.71,"-33.8688,151.2093"
515,296200.0,Payment,1492.12,2023-05-17,261,USD,Reversed,POS,7.37,"51.5074,-0.1278"
